Наименование;Артикул;Замена;АЗамена
Мини-контактор OptiStart K1-12D10-230AC/DC;117567;;
Контактор ПМЛ-4510-63А-220АС-УХЛ2-Б-КЭАЗ;229775;;
Мини-контактор релейный OptiStart K1-07D31=24DC;117387;;
Контактор ПМ12-010500-10А-42AC-УХЛ4-В-КЭАЗ;217139;;
Контактор ПМ12-010550-10А-24AC-УХЛ4-В-КЭАЗ;217146;;
Контактор ПМ12-010550-10А-36AC-УХЛ4-В-КЭАЗ;217147;;
Мини-контактор релейный OptiStart K1-07D40-230AC-VS;117152;;
Мини-контактор релейный OptiStart K1-07D31-230AC-VS;117156;;
Контактор релейный OptiStart K3-07ND22-110AC;117077;;
Контактор ПМ12-016550-16А-110AC-УХЛ4-В-КЭАЗ;217140;;
Контактор ПМЛ-2165ДМ-32А-110DC-УХЛ4-Б-КЭАЗ;253196;;
Контактор ПМ12-016550-16А-36AC-УХЛ4-В-КЭАЗ;217142;;
Мини-контактор OptiStart K1-09D10-24AC;147786;;
Контактор ПМ12-025550-25А-220AC-УХЛ4-В-КЭАЗ;217172;;
Реле перегрузки тепловое OptiStart TU12/16E-11CM;117421;;
Контактор OptiStart K3-18ND10=220DC;117249;;
Контактор ПМ12-040100-40А-127АС-УХЛ4-В-КЭАЗ;217177;;
Контактор ПМ12-040100-40А-24AC-УХЛ4-В-КЭАЗ;217179;;
Контактор ПМ12-040100-40А-36AC-УХЛ4-В-КЭАЗ;217180;;
Контактор ПМЛ-2166М-25А-110DC-УХЛ4-Б-КЭАЗ;253194;;
Мини-контактор релейный OptiStart K1-07D31=24DC-VR;117392;;
Контактор ПМ12-025500-25А-110AC-УХЛ4-В-КЭАЗ;217165;;
Контактор ПМ12-025550-25А-110AC-УХЛ4-В-КЭАЗ;217171;;
Контактор ПМ12-025550-25А-380AC-УХЛ4-В-КЭАЗ;217174;;
Контактор ПМ12-040150-40А-110AC-УХЛ4-В-КЭАЗ;217183;;
Контактор ПМ12-040150-40А-36AC-УХЛ4-В-КЭАЗ;217186;;
Контактор ПМ12-040150-40А-48AC-УХЛ4-В-КЭАЗ;217189;;
Контактор ПМ12-025500-25А-24AC-УХЛ4-В-КЭАЗ;217167;;
Контактор ПМ12-025500-25А-36AC-УХЛ4-В-КЭАЗ;217168;;
Контактор ПМ12-025550-25А-24AC-УХЛ4-В-КЭАЗ;217173;;
Контактор ПМЛ-3510-40А-220АС-УХЛ2-Б-КЭАЗ;229763;;
Контактор ПМЛ-3510-40А-380АС-УХЛ2-Б-КЭАЗ;229764;;
Контактор ПМЛ-1565М-10А-110DC-УХЛ4-Б-КЭАЗ;227145;;
Контактор OptiStart K3-10ND10-230AC;116919;;
Контактор ПМЛ-2166ДМ-32А-110DC-УХЛ4-Б-КЭАЗ;253198;;
Контактор ПМЛ-3165М-40А-110DC-УХЛ4-Б-КЭАЗ;253208;;
Контактор ПМ12-063100-63А-110AC-УХЛ4-В-КЭАЗ;217199;;
Контактор ПМ12-063100-63А-127AC-УХЛ4-В-КЭАЗ;217200;;
Контактор ПМ12-063100-63А-24AC-УХЛ4-В-КЭАЗ;217202;;
Контактор ПМ12-063100-63А-36AC-УХЛ4-В-КЭАЗ;217203;;
Контактор ПМ12-063100-63А-42AC-УХЛ4-В-КЭАЗ;217205;;
Контактор ПМ12-063100-63А-48AC-УХЛ4-В-КЭАЗ;217206;;
Контактор ПМ12-063150-63А-110AC-УХЛ4-В-КЭАЗ;217207;;
Контактор ПМ12-063150-63А-127AC-УХЛ4-В-КЭАЗ;217208;;
Контактор ПМ12-063150-63А-36AC-УХЛ4-В-КЭАЗ;217211;;
Контактор КТ-6013Б-100А-380AC-У3-КЭАЗ;110471;;
Контактор ПМЛ-1565ДМ-16А-110DC-УХЛ4-Б-КЭАЗ;253185;;
Контактор ПМЛ-1566М-10А-110DC-УХЛ4-Б-КЭАЗ;253183;;
Контактор ПМЛ-3165М1-50А-110DC-УХЛ4-Б-КЭАЗ;253209;;
Контактор OptiStart K3-22ND01-400AC;116948;;
Группа питающая запасная OptiStart K3-550/FG-230;117809;;
Мини-контактор реверсивный OptiStart K1W-09L10-MC-230AC;117138;;
Мини-контактор реверсивный OptiStart K1W-09D01-MC-230AC-VS;117128;;
Мини-контактор релейный OptiStart K1-07D22-230AC/DC;117607;;
Контактор ПМЛ-1566ДМ-16А-110DC-УХЛ4-Б-КЭАЗ;253188;;
Контактор ПМ12-040500-40А-220AC-УХЛ4-В-КЭАЗ;217191;;
Контактор ПМ12-040550-40А-220AC-УХЛ4-В-КЭАЗ;217195;;
Мини-контактор реверсивный OptiStart K1W-12D01-MC=24DC;117375;;
Контактор ПМЛ-4165М-63А-110DC-УХЛ4-Б-КЭАЗ;253211;;
Расцепитель минимального напряжения OptiStart MP-U24-63/100-T2;348581;;
Расцепитель минимального напряжения OptiStart MP-U110-63/100-T2;348582;;
Мини-контактор реверсивный OptiStart K1W-09D01-MC-230AC/DC;117591;;
Контактор OptiStart K3-22ND01=24DC;117258;;
Контактор ПМЛ-4165ДМ-80А-110DC-УХЛ4-Б-КЭАЗ;253213;;
Контактор OptiStart K2-23A00-40-230AC;117010;;
Контактор релейный OptiStart K3-07ND40=60DC;117330;;
Контактор ПМ12-100150-100А-110AC-УХЛ4-В-КЭАЗ;217223;;
Контактор ПМ12-100150-100А-24AC-УХЛ4-В-КЭАЗ;217225;;
Контактор ПМ12-100150-100А-36AC-УХЛ4-В-КЭАЗ;238619;;
Контактор OptiStart K2-45A00-40-230AC;117022;;
Контактор ПМЛ-5165ДМ-100А-110DC-УХЛ4-Б-КЭАЗ;250765;;
Контактор ПМЛ-2565ДМ-32А-110DC-УХЛ4-Б-КЭАЗ;246148;;
Контактор ПМЛ-5165ДМ-100А-110DC-УХЛ2-Б-КЭАЗ;257139;;
Контактор ПМЛ-2566М-25А-110DC-УХЛ4-Б-КЭАЗ;253201;;
Контактор ПМ12-063500-63А-220AC-УХЛ4-В-КЭАЗ;217214;;
Контактор ПМ12-063550-63А-220AC-УХЛ4-В-КЭАЗ;217218;;
Оболочка для контакторов OptiStart B1W;271269;;
Контактор OptiStart K2-30A00-40-230AC;117014;;
Контактор ПМ12-040500-40А-110AC-УХЛ4-В-КЭАЗ;217190;;
Контактор ПМ12-040500-40А-380AC-УХЛ4-В-КЭАЗ;217192;;
Контактор ПМ12-040550-40А-110AC-УХЛ4-В-КЭАЗ;217194;;
Контактор ПМЛ-2566ДМ-32А-110DC-УХЛ4-Б-КЭАЗ;246149;;
Контактор ПМ12-040500-40А-42AC-УХЛ4-В-КЭАЗ;217193;;
Контактор ПМ12-040550-40А-24AC-УХЛ4-В-КЭАЗ;217196;;
Контактор ПМ12-040550-40А-36AC-УХЛ4-В-КЭАЗ;217197;;
Контактор ПМ12-040500-40А-36AC-УХЛ4-В-КЭАЗ;249359;;
Контактор ПМ12-040550-40А-42AC-УХЛ4-В-КЭАЗ;256666;;
Контактор OptiStart K2-60A00-40-230AC;117026;;
Контактор OptiStart K3-62A00=48DC;117219;;
Мини-контактор реверсивный OptiStart K1W-09D01-MC=24DC-VS;117372;;
Контактор ПМ12-100550-100А-380AC-УХЛ4-В-КЭАЗ;217233;;
Контактор ПМ12-063500-63А-110AC-УХЛ4-В-КЭАЗ;217213;;
Контактор ПМ12-063500-63А-380AC-УХЛ4-В-КЭАЗ;217215;;
Контактор ПМ12-063550-63А-110AC-УХЛ4-В-КЭАЗ;217217;;
Контактор ПМ12-063500-63А-42AC-УХЛ4-В-КЭАЗ;217216;;
Контактор ПМ12-063550-63А-36AC-УХЛ4-В-КЭАЗ;217219;;
Контактор OptiStart K2-45A00-40-110AC;117021;;
Пускатель ПМ12-100220-100А-220AC-(80-93А)-УХЛ3-В-КЭАЗ;217291;;
Контактор OptiStart K2-45A00-40-24AC;117020;;
Контактор OptiStart K2-45A00-40-400AC;117023;;
Контактор OptiStart K3-62A00=24DC;117218;;
Контактор ПМ12-100550-100А-110AC-УХЛ4-В-КЭАЗ;217230;;
Контактор ПМ12-100550-100А-24AC-УХЛ4-В-КЭАЗ;217232;;
Контактор ПМ12-100550-100А-36AC-УХЛ4-В-КЭАЗ;233250;;
Контактор OptiStart K2-60A00-40-110AC;117025;;
Контактор OptiStart K2-60A00-40-24AC;117024;;
Контактор OptiStart K2-60A00-40-400AC;117027;;
Контактор OptiStart KG3-32A00-24DC;117209;;
Контактор OptiStart K3-90A00-110AC/DC;117532;;
Контактор OptiStart K3-90A00-24AC/DC;117531;;
Контактор ПМ12-250100-250А-380AC-УХЛ4-В-КЭАЗ;217239;;
Контактор ПМ12-125500-125А-380AC-УХЛ4-В-КЭАЗ;217229;;
Контактор ПМ12-125500-125А-110AC-УХЛ4-В-КЭАЗ;262432;;
Контактор OptiStart K3-115A00-24AC/DC;117534;;
Контактор ПМ12-160500-160А-380AC-УХЛ4-В-КЭАЗ;217237;;
Контактор ПМ12-160500-160А-110AC-УХЛ4-В-КЭАЗ;283394;;
Контактор OptiStart K3-115A00-230AC/DC;117536;;
Катушка запасная OptiStart K3-1200/43.110;117618;;
Катушка запасная OptiStart K3-1200/43.220;117620;;
Контактор ПМ12-250500-250А-380AC-УХЛ4-В-КЭАЗ;217241;;
Контактор ПМЛ-М1160-6А-36AC-УХЛ4-Б-КЭАЗ;256605;;
Контактор ПМЛ-М3160-12А-380AC-УХЛ4-Б-КЭАЗ;256634;;
Контактор ПМЛ-М1161-6А-380AC-УХЛ4-Б-КЭАЗ;256613;;
Контактор ПМЛ-М1160-6А-110AC-УХЛ4-Б-КЭАЗ;256602;;
Контактор ПМЛ-М2160-9А-110AC-УХЛ4-Б-КЭАЗ;256616;;
Пускатель ПМЛ-1210-10А-380АС-(0,24-0,4А)-УХЛ2-Б-КЭАЗ;239228;;
Пускатель прямой OptiStart B1T10-400AC;115693;;
Пускатель ПМЛ-1210-10А-380АС-(2,4-4А)-УХЛ2-Б-КЭАЗ;242504;;
Пускатель ПМЛ-1611-10А-220AC-(0,24-0,4А)-УХЛ2-Б-КЭАЗ;256729;;
Пускатель ПМЛ-1230-10А-380AC-(0,95-1,6А)-УХЛ2-Б-КЭАЗ;243530;;
Пускатель прямой OptiStart B1T22-400AC;115707;;
Пускатель ПМЛ-1230-10А-380AC-(7-10А)-УХЛ2-Б-КЭАЗ;227124;;
Контактор ПМЛ-2565М-25А-110DC-УХЛ4-Б-КЭАЗ;227151;;
Пускатель ПМЛ-1611-10А-220AC-(0,38-0,65А)-УХЛ2-Б-КЭАЗ;239575;;
Пускатель ПМЛ-2210-25А-380АС-(18-25А)-УХЛ2-Б-КЭАЗ;229741;;
Пускатель прямой OptiStart B1T18-400AC;115700;;
Пускатель ПМЛ-4210-63А-42АС-(47-64А)-УХЛ2-Б-КЭАЗ;238617;;
Пускатель ПМЛ-3210-40А-380АС-(30-41А)-УХЛ2-Б-КЭАЗ;229762;;
Пускатель ПМЛ-3610-40А-36АС-(30-41А)-УХЛ2-Б-КЭАЗ;250468;;
Пускатель ПМЛ-4210-63А-220АС-(47-64А)-УХЛ2-Б-КЭАЗ;229773;;
Пускатель ПМ12-025220-25А-220AC-(17-25А)-УХЛ3-В-КЭАЗ;217267;;
Пускатель ПМ12-010220-10А-220AC-(0,4-0,63А)-УХЛ3-В-КЭАЗ;217244;;
Пускатель ПМ12-010220-10А-220AC-(0,63-1А)-УХЛ3-В-КЭАЗ;217245;;
Пускатель ПМ12-010220-10А-220AC-(1-1,6А)-УХЛ3-В-КЭАЗ;217246;;
Пускатель ПМ12-010220-10А-220AC-(2,5-4А)-УХЛ3-В-КЭАЗ;217248;;
Пускатель ПМ12-010220-10А-220AC-(4-6А)-УХЛ3-В-КЭАЗ;217249;;
Пускатель ПМ12-010220-10А-220AC-(5,5-8А)-УХЛ3-В-КЭАЗ;217250;;
Пускатель ПМ12-010220-10А-220AC-(9-13А)-УХЛ3-В-КЭАЗ;217252;;
Пускатель ПМ12-010220-10А-220AC-(0,25-0,4А)-УХЛ3-В-КЭАЗ;239258;;
Пускатель ПМ12-010220-10А-220AC-(0,1-0,16А)-УХЛ3-В-КЭАЗ;244753;;
Пускатель ПМ12-010220-10А-110AC-(7-10А)-УХЛ3-В-КЭАЗ;217243;;
Пускатель ПМ12-010220-10А-380AC-(0,1-0,16А)-УХЛ3-В-КЭАЗ;217253;;
Пускатель ПМ12-010220-10А-380AC-(0,16-0,25А)-УХЛ3-В-КЭАЗ;217254;;
Пускатель ПМ12-010220-10А-380AC-(0,25-0,4А)-УХЛ3-В-КЭАЗ;217255;;
Пускатель ПМ12-010220-10А-380AC-(0,4-0,63А)-УХЛ3-В-КЭАЗ;217256;;
Пускатель ПМ12-010220-10А-380AC-(0,63-1А)-УХЛ3-В-КЭАЗ;217257;;
Пускатель ПМ12-010220-10А-380AC-(1-1,6А)-УХЛ3-В-КЭАЗ;217258;;
Пускатель ПМ12-010220-10А-380AC-(1,6-2,5А)-УХЛ3-В-КЭАЗ;217259;;
Пускатель ПМ12-010220-10А-380AC-(2,5-4А)-УХЛ3-В-КЭАЗ;217260;;
Пускатель ПМ12-010220-10А-380AC-(4-6А)-УХЛ3-В-КЭАЗ;217261;;
Пускатель ПМ12-010220-10А-380AC-(5,5-8А)-УХЛ3-В-КЭАЗ;217262;;
Пускатель ПМ12-010220-10А-380AC-(7-10А)-УХЛ3-В-КЭАЗ;217263;;
Пускатель ПМ12-010220-10А-380AC-(9-13А)-УХЛ3-В-КЭАЗ;217264;;
Пускатель ПМ12-010220-10А-24AC-(7-10А)-УХЛ3-В-КЭАЗ;268336;;
Пускатель ПМЛ-4610-63А-380АС-(47-64А)-УХЛ2-Б-КЭАЗ;229778;;
Пускатель ПМ12-025220-25А-220AC-(12-18А)-УХЛ3-В-КЭАЗ;217266;;
Пускатель ПМ12-025220-25А-220AC-(23-32А)-УХЛ3-В-КЭАЗ;217268;;
Пускатель ПМ12-025220-25А-220AC-(7-10А)-УХЛ3-В-КЭАЗ;217269;;
Пускатель ПМ12-025220-25А-220AC-(9-13А)-УХЛ3-В-КЭАЗ;217270;;
Пускатель ПМ12-025220-25А-110AC-(17-25А)-УХЛ3-В-КЭАЗ;217265;;
Пускатель ПМ12-025220-25А-380AC-(12-18А)-УХЛ3-В-КЭАЗ;217271;;
Пускатель ПМ12-025220-25А-380AC-(17-25А)-УХЛ3-В-КЭАЗ;217272;;
Пускатель ПМ12-025220-25А-380AC-(23-32А)-УХЛ3-В-КЭАЗ;217273;;
Пускатель ПМ12-025220-25А-380AC-(7-10А)-УХЛ3-В-КЭАЗ;217274;;
Пускатель ПМ12-025220-25А-380AC-(9-13А)-УХЛ3-В-КЭАЗ;217275;;
Пускатель ПМ12-040220-40А-220AC-(23-32А)-УХЛ3-В-КЭАЗ;217277;;
Пускатель ПМ12-040220-40А-110AC-(23-32А)-УХЛ3-В-КЭАЗ;217276;;
Пускатель ПМ12-040220-40А-380AC-(23-32А)-УХЛ3-В-КЭАЗ;217280;;
Пускатель ПМ12-040220-40А-380AC-(30-40А)-УХЛ3-В-КЭАЗ;217281;;
Пускатель ПМ12-063220-63А-220AC-(30-40А)-УХЛ3-В-КЭАЗ;217283;;
Пускатель ПМ12-063220-63А-220AC-(55-70А)-УХЛ3-В-КЭАЗ;217285;;
Пускатель ПМ12-063220-63А-110AC-(48-65А)-УХЛ3-В-КЭАЗ;217282;;
Пускатель ПМ12-063220-63А-380AC-(30-40А)-УХЛ3-В-КЭАЗ;217286;;
Пускатель ПМ12-063220-63А-380AC-(48-65А)-УХЛ3-В-КЭАЗ;217287;;
Пускатель ПМ12-063220-63А-380AC-(80-93А)-УХЛ3-В-КЭАЗ;217289;;
Пускатель ПМ12-100220-100А-380AC-(80-93А)-УХЛ3-В-КЭАЗ;217292;;
Пускатель ПМ12-100220-100А-220AC-(63-80А)-УХЛ3-В-КЭАЗ;217290;;
Реле перегрузки тепловое РТЛ-2055Д-2-36А-(28-36А)-УХЛ4-КЭАЗ;110754;;
Реле перегрузки тепловое РТЛ-2063М-1-80А-(63-86А)-И1-УХЛ4-КЭАЗ;231026;;
Реле перегрузки тепловое РТЛ-3125-1-250А-(74-125А)-УХЛ4-КЭАЗ;227117;;
