Наименование;Артикул
Выключатель АК50КБ-2МГ, 0,6/7, со свободными контактами, крепление за панелью, ТУ16-522.024-80;239108
Выключатель АК50КБ-2МГ, 1,6/7, со свободными контактами, крепление за панелью, ТУ16-522.024-80;272353
Выключатель АК50КБ-2МГ, 10/7, со свободными контактами, крепление за панелью, ТУ16-522.024-80;245559
Выключатель АК50КБ-2МГ, 16/7, со свободными контактами, крепление за панелью, ТУ16-522.024-80;239115
Выключатель АК50КБ-2МГ, 1/7, со свободными контактами, крепление за панелью, ТУ16-522.024-80;239109
Выключатель АК50КБ-2МГ, 2,5/7, со свободными контактами, крепление за панелью, ТУ16-522.024-80;246485
Выключатель АК50КБ-2МГ, 20/7, со свободными контактами, крепление за панелью, ТУ16-522.024-80;274705
Выключатель АК50КБ-2МГ, 25/7, со свободными контактами, крепление за панелью, ТУ16-522.024-80;105944
Выключатель АК50КБ-2МГ, 2/7, со свободными контактами, крепление за панелью, ТУ16-522.024-80;274699
Выключатель АК50КБ-2МГ, 3,15/7, со свободными контактами, крепление за панелью, ТУ16-522.024-80;149112
Выключатель АК50КБ-2МГ, 35/7, со свободными контактами, крепление за панелью, ТУ16-522.024-80;239116
Выключатель АК50КБ-2МГ, 4/7, со свободными контактами, крепление за панелью, ТУ16-522.024-80;274700
Выключатель АК50КБ-2МГ, 50/7, со свободными контактами, крепление за панелью, ТУ16-522.024-80;239117
Выключатель АК50КБ-2МГ, 5/7, со свободными контактами, крепление за панелью, ТУ16-522.024-80;239110
Выключатель АК50КБ-2МГ, 6,3/7, со свободными контактами, крепление за панелью, ТУ16-522.024-80;239112
Выключатель АК50КБ-2МГ, 8/7, со свободными контактами, крепление за панелью, ТУ16-522.024-80;239114
Выключатель АК50КБ-2МГ, 10/7, крепление за панелью, ТУ16-522.024-80;105945
Выключатель АК50КБ-2МГ, 16/7, крепление за панелью, ТУ16-522.024-80;105946
Выключатель АК50КБ-2МГ, 25/7, крепление за панелью, ТУ16-522.024-80;105947
Выключатель АК50КБ-2МГ, 3,15/7, крепление за панелью, ТУ16-522.024-80;245192
Выключатель АК50КБ-2МГ, 35/7, крепление за панелью, ТУ16-522.024-80;105948
Выключатель АК50КБ-2МГ, 40/7, крепление за панелью, ТУ16-522.024-80;249980
Выключатель АК50КБ-2МГ, 6,3/7, крепление за панелью, ТУ16-522.024-80;105949
Выключатель АК50КБ-3, без максимальных расцепителей, с дистанционным приводом, 50, ~Uд380В, ТУ16-522.024-80;105950
Выключатель АК50КБ-3М, 25/12, ТУ16-522.024-80;105951
Выключатель АК50КБ-3М, 30/12, ТУ16-522.024-80;105952
Выключатель АК50КБ-3М, 35/12, ТУ16-522.024-80;105953
Выключатель АК50КБ-3М, 40/12, ТУ16-522.024-80;105954
Выключатель АК50КБ-3М, 50/12, ТУ16-522.024-80;105956
Выключатель АК50КБ-3М, 63/12, ТУ16-522.024-80;105957
Выключатель АК50КБ-3М, 25/12, со свободными контактами, ТУ16-522.024-80;105958
Выключатель АК50КБ-3М, 30/12, со свободными контактами, ТУ16-522.024-80;105959
Выключатель АК50КБ-3М, 35/12, со свободными контактами, ТУ16-522.024-80;105960
Выключатель АК50КБ-3М, 40/12, со свободными контактами, ТУ16-522.024-80;246427
Выключатель АК50КБ-3М, 50/12, со свободными контактами, ТУ16-522.024-80;105961
Выключатель АК50КБ-3М, 63/12, со свободными контактами, ТУ16-522.024-80;105962
Выключатель АК50КБ-3М, 0,6/5, ТУ16-522.024-80;105964
Выключатель АК50КБ-3М, 1,6/5, ТУ16-522.024-80;105967
Выключатель АК50КБ-3М, 10/5, ТУ16-522.024-80;105969
Выключатель АК50КБ-3М, 16/5, ТУ16-522.024-80;105971
Выключатель АК50КБ-3М, 1/5, ТУ16-522.024-80;105966
Выключатель АК50КБ-3М, 2,5/5, ТУ16-522.024-80;105974
Выключатель АК50КБ-3М, 20/5, ТУ16-522.024-80;105975
Выключатель АК50КБ-3М, 25/5, ТУ16-522.024-80;105976
Выключатель АК50КБ-3М, 2/5, ТУ16-522.024-80;105973
Выключатель АК50КБ-3М, 3,15/5, ТУ16-522.024-80;105978
Выключатель АК50КБ-3М, 30/5, ТУ16-522.024-80;105979
Выключатель АК50КБ-3М, 35/5, ТУ16-522.024-80;105980
Выключатель АК50КБ-3М, 40/5, ТУ16-522.024-80;105982
Выключатель АК50КБ-3М, 4/5, ТУ16-522.024-80;105981
Выключатель АК50КБ-3М, 50/5, ТУ16-522.024-80;105985
Выключатель АК50КБ-3М, 5/5, ТУ16-522.024-80;105983
Выключатель АК50КБ-3М, 6,3/5, ТУ16-522.024-80;105986
Выключатель АК50КБ-3М, 63/5, ТУ16-522.024-80;138184
Выключатель АК50КБ-3М, 8/5, ТУ16-522.024-80;105987
Выключатель АК50КБ-3М, 0,6/5, IP54 (с кабельными вводами), ТУ16-522.024-80;251891
Выключатель АК50КБ-3М, 10/5, IP54 (с кабельными вводами), ТУ16-522.024-80;105988
Выключатель АК50КБ-3М, 5/5, IP54 (с кабельными вводами), ТУ16-522.024-80;105989
Выключатель АК50КБ-3М, 0,6/5, IP54 (с сальниками), ТУ16-522.024-80;222805
Выключатель АК50КБ-3М, 10/5, IP54 (с сальниками), ТУ16-522.024-80;105990
Выключатель АК50КБ-3М, 16/5, IP54 (с сальниками), ТУ16-522.024-80;105991
Выключатель АК50КБ-3М, 20/5, IP54 (с сальниками), ТУ16-522.024-80;231972
Выключатель АК50КБ-3М, 3,15/5, IP54 (с сальниками), ТУ16-522.024-80;105992
Выключатель АК50КБ-3М, 4/5, IP54 (с сальниками), ТУ16-522.024-80;229837
Выключатель АК50КБ-3М, 6,3/5, IP54 (с сальниками), ТУ16-522.024-80;146837
Выключатель АК50КБ-3М, 0,6/5, со свободными контактами, ТУ16-522.024-80;106372
Выключатель АК50КБ-3М, 1,6/5, со свободными контактами, ТУ16-522.024-80;106002
Выключатель АК50КБ-3М, 10/5, со свободными контактами, ТУ16-522.024-80;106003
Выключатель АК50КБ-3М, 16/5, со свободными контактами, ТУ16-522.024-80;106004
Выключатель АК50КБ-3М, 1/5, со свободными контактами, ТУ16-522.024-80;106001
Выключатель АК50КБ-3М, 2,5/5, со свободными контактами, ТУ16-522.024-80;147834
Выключатель АК50КБ-3М, 20/5, со свободными контактами, ТУ16-522.024-80;106006
Выключатель АК50КБ-3М, 25/5, со свободными контактами, ТУ16-522.024-80;106007
Выключатель АК50КБ-3М, 2/5, со свободными контактами, ТУ16-522.024-80;106005
Выключатель АК50КБ-3М, 3,15/5, со свободными контактами, ТУ16-522.024-80;106008
Выключатель АК50КБ-3М, 30/5, со свободными контактами, ТУ16-522.024-80;106009
Выключатель АК50КБ-3М, 35/5, со свободными контактами, ТУ16-522.024-80;106010
Выключатель АК50КБ-3М, 40/5, со свободными контактами, ТУ16-522.024-80;112721
Выключатель АК50КБ-3М, 4/5, со свободными контактами, ТУ16-522.024-80;106011
Выключатель АК50КБ-3М, 50/5, со свободными контактами, ТУ16-522.024-80;106013
Выключатель АК50КБ-3М, 5/5, со свободными контактами, ТУ16-522.024-80;106012
Выключатель АК50КБ-3М, 6,3/5, со свободными контактами, ТУ16-522.024-80;106014
Выключатель АК50КБ-3М, 63/5, со свободными контактами, ТУ16-522.024-80;150838
Выключатель АК50КБ-3М, 8/5, со свободными контактами, ТУ16-522.024-80;106015
Выключатель АК50КБ-3М,16/5, со свободными контактами, крепление за панелью, ТУ16-522.024-80;148511
Выключатель АК50КБ-3М, 50/5, со свободными контактами, крепление за панелью, ТУ16-522.024-80;106016
Выключатель АК50КБ-3М, 10/5, крепление за панелью, ТУ16-522.024-80;106017
Выключатель АК50КБ-3М, 2/5, крепление за панелью, ТУ16-522.024-80;254472
Выключатель АК50КБ-3М, 50/5, крепление за панелью, ТУ16-522.024-80;105963
Выключатель АК50КБ-3М, 25/7, ТУ16-522.024-80;106018
Выключатель АК50КБ-3М, 30/7, ТУ16-522.024-80;106019
Выключатель АК50КБ-3М, 35/7, ТУ16-522.024-80;250743
Выключатель АК50КБ-3М, 40/7, ТУ16-522.024-80;106020
Выключатель АК50КБ-3М, 50/7, ТУ16-522.024-80;106021
Выключатель АК50КБ-3М, 63/7, ТУ16-522.024-80;263790
Выключатель АК50КБ-3М, 25/7, со свободными контактами, ТУ16-522.024-80;106022
Выключатель АК50КБ-3М, 30/7, со свободными контактами, ТУ16-522.024-80;106023
Выключатель АК50КБ-3М, 35/7, со свободными контактами, ТУ16-522.024-80;106024
Выключатель АК50КБ-3М, 40/7, со свободными контактами, ТУ16-522.024-80;106025
Выключатель АК50КБ-3М, 50/7, со свободными контактами, ТУ16-522.024-80;106026
Выключатель АК50КБ-3М, 63/7, со свободными контактами, ТУ16-522.024-80;311028
Выключатель АК50КБ-3М, 25/7, со свободными контактами, крепление за панелью, ТУ16-522.024-80;106027
Выключатель АК50КБ-3МГ, 0,6/14, ТУ16-522.024-80;106032
Выключатель АК50КБ-3МГ, 1,6/14, ТУ16-522.024-80;106035
Выключатель АК50КБ-3МГ, 10/14, ТУ16-522.024-80;106036
Выключатель АК50КБ-3МГ, 16/14, ТУ16-522.024-80;106037
Выключатель АК50КБ-3МГ, 16/14, Экспорт;280973
Выключатель АК50КБ-3МГ, 1/14, ТУ16-522.024-80;106034
Выключатель АК50КБ-3МГ, 2,5/14, ТУ16-522.024-80;106041
Выключатель АК50КБ-3МГ, 20/14, ТУ16-522.024-80;106044
Выключатель АК50КБ-3МГ, 25/14, ТУ16-522.024-80;106046
Выключатель АК50КБ-3МГ, 2/14, ТУ16-522.024-80;106039
Выключатель АК50КБ-3МГ, 3,15/14, ТУ16-522.024-80;106047
Выключатель АК50КБ-3МГ, 30/14, ТУ16-522.024-80;106048
Выключатель АК50КБ-3МГ, 35/14, ТУ16-522.024-80;106049
Выключатель АК50КБ-3МГ, 4/14, ТУ16-522.024-80;106051
Выключатель АК50КБ-3МГ, 40/14, ТУ16-522.024-80;106052
Выключатель АК50КБ-3МГ, 50/14, ТУ16-522.024-80;106055
Выключатель АК50КБ-3МГ, 5/14, ТУ16-522.024-80;106054
Выключатель АК50КБ-3МГ, 6,3/14, ТУ16-522.024-80;106059
Выключатель АК50КБ-3МГ, 63/14, ТУ16-522.024-80;106060
Выключатель АК50КБ-3МГ, 8/14, ТУ16-522.024-80;106061
Выключатель АК50КБ-3МГ, 1,6/14, IP54 (с кабельными вводами), ТУ16-522.024-80;267331
Выключатель АК50КБ-3МГ, 10/14, IP54 (с кабельными вводами), ТУ16-522.024-80;106064
Выключатель АК50КБ-3МГ, 16/14, IP54 (с кабельными вводами), ТУ16-522.024-80;106065
Выключатель АК50КБ-3МГ, 1/14, IP54 (с кабельными вводами), ТУ16-522.024-80;106063
Выключатель АК50КБ-3МГ, 2,5/14, IP54 (с кабельными вводами), ТУ16-522.024-80;106067
Выключатель АК50КБ-3МГ, 2/14, IP54 (с кабельными вводами), ТУ16-522.024-80;106066
Выключатель АК50КБ-3МГ, 30/14, IP54 (с кабельными вводами), ТУ16-522.024-80;259869
Выключатель АК50КБ-3МГ, 4/14, IP54 (с кабельными вводами), ТУ16-522.024-80;106068
Выключатель АК50КБ-3МГ, 50/14, IP54 (с кабельными вводами), ТУ16-522.024-80;106070
Выключатель АК50КБ-3МГ, 5/14, IP54 (с кабельными вводами), ТУ16-522.024-80;106069
Выключатель АК50КБ-3МГ, 8/14, IP54 (с кабельными вводами), ТУ16-522.024-80;106071
Выключатель АК50КБ-3МГ, 1,6/14, IP54 (с сальниками), ТУ16-522.024-80;267332
Выключатель АК50КБ-3МГ, 16/14, IP54 (с сальниками), ТУ16-522.024-80;106072
Выключатель АК50КБ-3МГ, 20/14, IP54 (с сальниками), ТУ16-522.024-80;271521
Выключатель АК50КБ-3МГ, 25/14, IP54 (с сальниками), ТУ16-522.024-80;257482
Выключатель АК50КБ-3МГ, 2/14, IP54 (с сальниками), ТУ16-522.024-80;257480
Выключатель АК50КБ-3МГ, 35/14, IP54 (с сальниками), ТУ16-522.024-80;257481
Выключатель АК50КБ-3МГ, 40/14, IP54 (с сальниками), ТУ16-522.024-80;106073
Выключатель АК50КБ-3МГ, 4/14, IP54 (с сальниками), ТУ16-522.024-80;257484
Выключатель АК50КБ-3МГ, 50/14, IP54 (с сальниками), ТУ16-522.024-80;106074
Выключатель АК50КБ-3МГ, 5/14, IP54 (с сальниками), ТУ16-522.024-80;225735
Выключатель АК50КБ-3МГ, 6,3/14, IP54 (с сальниками), ТУ16-522.024-80;106075
Выключатель АК50КБ-3МГ, 0,6/14, со свободными контактами, ТУ16-522.024-80;106076
Выключатель АК50КБ-3МГ, 1,6/14, со свободными контактами, ТУ16-522.024-80;106078
Выключатель АК50КБ-3МГ, 10/14, со свободными контактами, ТУ16-522.024-80;106079
Выключатель АК50КБ-3МГ, 16/14, со свободными контактами, ТУ16-522.024-80;106080
Выключатель АК50КБ-3МГ, 1/14, со свободными контактами, ТУ16-522.024-80;106077
Выключатель АК50КБ-3МГ, 2,5/14, со свободными контактами, ТУ16-522.024-80;106082
Выключатель АК50КБ-3МГ, 20/14, со свободными контактами, ТУ16-522.024-80;106083
Выключатель АК50КБ-3МГ, 25/14, со свободными контактами, ТУ16-522.024-80;106084
Выключатель АК50КБ-3МГ, 2/14, со свободными контактами, ТУ16-522.024-80;106081
Выключатель АК50КБ-3МГ, 3,15/14, со свободными контактами, ТУ16-522.024-80;106085
Выключатель АК50КБ-3МГ, 30/14, со свободными контактами, ТУ16-522.024-80;106086
Выключатель АК50КБ-3МГ, 35/14, со свободными контактами, ТУ16-522.024-80;106087
Выключатель АК50КБ-3МГ, 40/14, со свободными контактами, ТУ16-522.024-80;106089
Выключатель АК50КБ-3МГ, 4/14, со свободными контактами, ТУ16-522.024-80;106088
Выключатель АК50КБ-3МГ, 50/14, со свободными контактами, ТУ16-522.024-80;106091
Выключатель АК50КБ-3МГ, 5/14, со свободными контактами, ТУ16-522.024-80;106090
Выключатель АК50КБ-3МГ, 6,3/14, со свободными контактами, ТУ16-522.024-80;106092
Выключатель АК50КБ-3МГ,63/14, со свободными контактами, ТУ16-522.024-80;106093
Выключатель АК50КБ-3МГ, 8/14, со свободными контактами, ТУ16-522.024-80;106094
Выключатель АК50КБ-3МГ, 3,15/14, со свободными контактами, IP54 (с кабельными вводами), ТУ16-522.024-80;106095
Выключатель АК50КБ-3МГ, 30/14, со свободными контактами, IP54 (с кабельными вводами), ТУ16-522.024-80;232995
Выключатель АК50КБ-3МГ, 0,6/14, со свободными контактами, крепление за панелью, ТУ16-522.024-80;239121
Выключатель АК50КБ-3МГ, 1,6/14, со свободными контактами, крепление за панелью, ТУ16-522.024-80;225795
Выключатель АК50КБ-3МГ, 10/14, со свободными контактами, крепление за панелью, ТУ16-522.024-80;222347
Выключатель АК50КБ-3МГ, 16/14, со свободными контактами, крепление за панелью, ТУ16-522.024-80;239125
Выключатель АК50КБ-3МГ, 1/14, со свободными контактами, крепление за панелью, ТУ16-522.024-80;239122
Выключатель АК50КБ-3МГ, 25/14, со свободными контактами, крепление за панелью, ТУ16-522.024-80;106096
Выключатель АК50КБ-3МГ, 3,15/14, со свободными контактами, крепление за панелью, ТУ16-522.024-80;239123
Выключатель АК50КБ-3МГ, 30/14, со свободными контактами, крепление за панелью, ТУ16-522.024-80;232791
Выключатель АК50КБ-3МГ, 35/14, со свободными контактами, крепление за панелью, ТУ16-522.024-80;239126
Выключатель АК50КБ-3МГ, 40/14, со свободными контактами, крепление за панелью, ТУ16-522.024-80;243432
Выключатель АК50КБ-3МГ, 50/14, со свободными контактами, крепление за панелью, ТУ16-522.024-80;239127
Выключатель АК50КБ-3МГ, 5/14, со свободными контактами, крепление за панелью, ТУ16-522.024-80;106097
Выключатель АК50КБ-3МГ, 6,3/14, со свободными контактами, крепление за панелью, ТУ16-522.024-80;106098
Выключатель АК50КБ-3МГ, 63/14, со свободными контактами, крепление за панелью, ТУ16-522.024-80;239128
Выключатель АК50КБ-3МГ, 8/14, со свободными контактами, крепление за панелью, ТУ16-522.024-80;239124
Выключатель АК50КБ-3МГ, 10/14, крепление за панелью, ТУ16-522.024-80;106100
Выключатель АК50КБ-3МГ, 16/14, крепление за панелью, ТУ16-522.024-80;106101
Выключатель АК50КБ-3МГ, 1/14, крепление за панелью, ТУ16-522.024-80;106099
Выключатель АК50КБ-3МГ, 20/14, крепление за панелью, ТУ16-522.024-80;106102
Выключатель АК50КБ-3МГ, 25/14, крепление за панелью, ТУ16-522.024-80;266290
Выключатель АК50КБ-3МГ, 2/14, крепление за панелью, ТУ16-522.024-80;250328
Выключатель АК50КБ-3МГ, 3,15/14, крепление за панелью, ТУ16-522.024-80;106103
Выключатель АК50КБ-3МГ, 40/14, крепление за панелью, ТУ16-522.024-80;106104
Выключатель АК50КБ-3МГ, 50/14, крепление за панелью, ТУ16-522.024-80;106105
Выключатель АК50КБ-3МГ, 6,3/14, крепление за панелью, ТУ16-522.024-80;106106
Выключатель АК50КБ-3МГ, 63/14, крепление за панелью, ТУ16-522.024-80;251973
Выключатель АК50КБ-3МГ, 0,6/5, ТУ16-522.024-80;106108
Выключатель АК50КБ-3МГ, 1,6/5, ТУ16-522.024-80;106111
Выключатель АК50КБ-3МГ, 10/5, ТУ16-522.024-80;106113
Выключатель АК50КБ-3МГ, 16/5, ТУ16-522.024-80;106116
Выключатель АК50КБ-3МГ, 16/5, ТУ16-522.024-80, Экспорт;280974
Выключатель АК50КБ-3МГ, 1/5, ТУ16-522.024-80;106109
Выключатель АК50КБ-3МГ, 2,5/5, ТУ16-522.024-80;106120
Выключатель АК50КБ-3МГ, 20/5, ТУ16-522.024-80;106121
Выключатель АК50КБ-3МГ, 25/5, ТУ16-522.024-80;106122
Выключатель АК50КБ-3МГ, 2/5, ТУ16-522.024-80;106117
Выключатель АК50КБ-3МГ, 3,15/5, ТУ16-522.024-80;106125
Выключатель АК50КБ-3МГ, 30/5, ТУ16-522.024-80;106126
Выключатель АК50КБ-3МГ, 35/5, ТУ16-522.024-80;106128
Выключатель АК50КБ-3МГ, 40/5, ТУ16-522.024-80;106130
Выключатель АК50КБ-3МГ, 4/5, ТУ16-522.024-80;106129
Выключатель АК50КБ-3МГ, 50/5, ТУ16-522.024-80;106132
Выключатель АК50КБ-3МГ, 50/5, ТУ16-522.024-80, Экспорт;280975
Выключатель АК50КБ-3МГ, 5/5, ТУ16-522.024-80;106131
Выключатель АК50КБ-3МГ, 6,3/5, ТУ16-522.024-80;106134
Выключатель АК50КБ-3МГ, 63/5, ТУ16-522.024-80;228244
Выключатель АК50КБ-3МГ, 8/5, ТУ16-522.024-80;106136
Выключатель АК50КБ-3МГ, 10/5, IP54 (с кабельными вводами), ТУ16-522.024-80;106137
Выключатель АК50КБ-3МГ, 25/5, IP54 (с кабельными вводами), ТУ16-522.024-80;106139
Выключатель АК50КБ-3МГ, 2/5, IP54 (с кабельными вводами), ТУ16-522.024-80;106138
Выключатель АК50КБ-3МГ, 3,15/5, IP54 (с кабельными вводами), ТУ16-522.024-80;285909
Выключатель АК50КБ-3МГ, 10/5, IP54 (с сальниками), ТУ16-522.024-80;106140
Выключатель АК50КБ-3МГ, 16/5, IP54 (с сальниками), ТУ16-522.024-80;106107
Выключатель АК50КБ-3МГ, 25/5, IP54 (с сальниками), ТУ16-522.024-80;106141
Выключатель АК50КБ-3МГ, 3,15/5, IP54 (с сальниками), ТУ16-522.024-80;106142
Выключатель АК50КБ-3МГ, 35/5, IP54 (с сальниками), ТУ16-522.024-80;106143
Выключатель АК50КБ-3МГ, 0,6/5, со свободными контактами, ТУ16-522.024-80;106144
Выключатель АК50КБ-3МГ, 1,6/5, со свободными контактами, ТУ16-522.024-80;106146
Выключатель АК50КБ-3МГ, 10/5, со свободными контактами, ТУ16-522.024-80;106147
Выключатель АК50КБ-3МГ, 16/5, со свободными контактами, ТУ16-522.024-80;106148
Выключатель АК50КБ-3МГ, 1/5, со свободными контактами, ТУ16-522.024-80;106145
Выключатель АК50КБ-3МГ, 2,5/5, со свободными контактами, ТУ16-522.024-80;106150
Выключатель АК50КБ-3МГ, 20/5, со свободными контактами, ТУ16-522.024-80;106151
Выключатель АК50КБ-3МГ, 25/5, со свободными контактами, ТУ16-522.024-80;106152
Выключатель АК50КБ-3МГ, 2/5, со свободными контактами, ТУ16-522.024-80;106149
Выключатель АК50КБ-3МГ, 3,15/5, со свободными контактами, ТУ16-522.024-80;106153
Выключатель АК50КБ-3МГ, 30/5, со свободными контактами, ТУ16-522.024-80;106154
Выключатель АК50КБ-3МГ, 35/5, со свободными контактами, ТУ16-522.024-80;106155
Выключатель АК50КБ-3МГ, 40/5, со свободными контактами, ТУ16-522.024-80;106157
Выключатель АК50КБ-3МГ, 4/5, со свободными контактами, ТУ16-522.024-80;106156
Выключатель АК50КБ-3МГ, 50/5, со свободными контактами, ТУ16-522.024-80;106160
Выключатель АК50КБ-3МГ, 5/5, со свободными контактами, ТУ16-522.024-80;106158
Выключатель АК50КБ-3МГ, 6,3/5, со свободными контактами, ТУ16-522.024-80;106161
Выключатель АК50КБ-3МГ, 63/5, со свободными контактами, ТУ16-522.024-80;106162
Выключатель АК50КБ-3МГ, 8/5, со свободными контактами, ТУ16-522.024-80;106163
Выключатель АК50КБ-3МГ, 50/5, со свободными контактами, IP54 (с кабельными вводами), ТУ16-522.024-80;106164
Выключатель АК50КБ-3МГ, 0,6/5, со свободными контактами, крепление за панелью, ТУ16-522.024-80;106165
Выключатель АК50КБ-3МГ, 20/5, со свободными контактами, крепление за панелью, ТУ16-522.024-80;106166
Выключатель АК50КБ-3МГ, 40/5, со свободными контактами, крепление за панелью, ТУ16-522.024-80;106167
Выключатель АК50КБ-3МГ, 10/5, крепление за панелью, ТУ16-522.024-80;106169
Выключатель АК50КБ-3МГ, 1/5, крепление за панелью, ТУ16-522.024-80;106168
Выключатель АК50КБ-3МГ, 20/5, крепление за панелью, ТУ16-522.024-80;106170
Выключатель АК50КБ-3МГ, 25/5, крепление за панелью, ТУ16-522.024-80;251972
Выключатель АК50КБ-3МГ, 2/5, крепление за панелью, ТУ16-522.024-80;234499
Выключатель АК50КБ-3МГ, 6,3/5, крепление за панелью, ТУ16-522.024-80;251969
Выключатель АК50КБ-3МГ, 0,6/7, ТУ16-522.024-80;106171
Выключатель АК50КБ-3МГ, 1,6/7, ТУ16-522.024-80;106173
Выключатель АК50КБ-3МГ, 10/7, ТУ16-522.024-80;106176
Выключатель АК50КБ-3МГ, 16/7, ТУ16-522.024-80;106177
Выключатель АК50КБ-3МГ, 1/7, ТУ16-522.024-80;106172
Выключатель АК50КБ-3МГ, 2,5/7, ТУ16-522.024-80;106179
Выключатель АК50КБ-3МГ, 20/7, ТУ16-522.024-80;106180
Выключатель АК50КБ-3МГ, 25/7, ТУ16-522.024-80;106181
Выключатель АК50КБ-3МГ, 2/7, ТУ16-522.024-80;106178
Выключатель АК50КБ-3МГ, 3,15/7, ТУ16-522.024-80;106183
Выключатель АК50КБ-3МГ, 30/7, ТУ16-522.024-80;106184
Выключатель АК50КБ-3МГ, 35/7, ТУ16-522.024-80;106185
Выключатель АК50КБ-3МГ, 40/7, ТУ16-522.024-80;106187
Выключатель АК50КБ-3МГ, 4/7, ТУ16-522.024-80;106186
Выключатель АК50КБ-3МГ, 50/7, ТУ16-522.024-80;106189
Выключатель АК50КБ-3МГ, 5/7, ТУ16-522.024-80;106188
Выключатель АК50КБ-3МГ, 6,30/7, ТУ16-522.024-80;106190
Выключатель АК50КБ-3МГ, 63/7, ТУ16-522.024-80;111937
Выключатель АК50КБ-3МГ, 8/7, ТУ16-522.024-80;106191
Выключатель АК50КБ-3МГ, 10/7, IP54 (с кабельными вводами), ТУ16-522.024-80;106192
Выключатель АК50КБ-3МГ, 16/7, IP54 (с кабельными вводами), ТУ16-522.024-80;106193
Выключатель АК50КБ-3МГ, 10/7, IP54 (с сальниками), ТУ16-522.024-80;106194
Выключатель АК50КБ-3МГ, 0,6/7, со свободными контактами, ТУ16-522.024-80;106195
Выключатель АК50КБ-3МГ, 1,6/7, со свободными контактами, ТУ16-522.024-80;106197
Выключатель АК50КБ-3МГ, 10/7, со свободными контактами, ТУ16-522.024-80;106198
Выключатель АК50КБ-3МГ, 16/7, со свободными контактами, ТУ16-522.024-80;106199
Выключатель АК50КБ-3МГ, 1/7, со свободными контактами, ТУ16-522.024-80;106196
Выключатель АК50КБ-3МГ, 2,5/7, со свободными контактами, ТУ16-522.024-80;106201
Выключатель АК50КБ-3МГ, 20/7, со свободными контактами, ТУ16-522.024-80;106202
Выключатель АК50КБ-3МГ, 25/7, со свободными контактами, ТУ16-522.024-80;106203
Выключатель АК50КБ-3МГ, 2/7, со свободными контактами, ТУ16-522.024-80;106200
Выключатель АК50КБ-3МГ, 3,15/7, со свободными контактами, ТУ16-522.024-80;106204
Выключатель АК50КБ-3МГ, 30/7, со свободными контактами, ТУ16-522.024-80;106205
Выключатель АК50КБ-3МГ, 35/7, со свободными контактами, ТУ16-522.024-80;106206
Выключатель АК50КБ-3МГ, 40/7, со свободными контактами, ТУ16-522.024-80;106208
Выключатель АК50КБ-3МГ, 4/7, со свободными контактами, ТУ16-522.024-80;106207
Выключатель АК50КБ-3МГ, 50/7, со свободными контактами, ТУ16-522.024-80;106210
Выключатель АК50КБ-3МГ, 5/7, со свободными контактами, ТУ16-522.024-80;106209
Выключатель АК50КБ-3МГ, 6,3/7, со свободными контактами, ТУ16-522.024-80;106211
Выключатель АК50КБ-3МГ, 63/7, со свободными контактами, ТУ16-522.024-80;106212
Выключатель АК50КБ-3МГ, 8/7, со свободными контактами, ТУ16-522.024-80;106213
Выключатель АК50КБ-3МГ, 10/7, со свободными контактами, крепление за панелью, ТУ16-522.024-80;243430
Выключатель АК50КБ-3МГ, 16/7, со свободными контактами, крепление за панелью, ТУ16-522.024-80;106214
Выключатель АК50КБ-3МГ, 2,5/7, со свободными контактами, крепление за панелью, ТУ16-522.024-80;274706
Выключатель АК50КБ-3МГ, 20/7, со свободными контактами, крепление за панелью, ТУ16-522.024-80;223312
Выключатель АК50КБ-3МГ,25/7, со свободными контактами, крепление за панелью, ТУ 16-522.024-80;239120
Выключатель АК50КБ-3МГ, 2/7, со свободными контактами, крепление за панелью, ТУ16-522.024-80;248755
Выключатель АК50КБ-3МГ,3,15/7, со свободными контактами, крепление за панелью, ТУ 16-522.024-80;274701
Выключатель АК50КБ-3МГ, 30/7, со свободными контактами, крепление за панелью, ТУ16-522.024-80;106215
Выключатель АК50КБ-3МГ, 35/7, со свободными контактами, крепление за панелью, ТУ16-522.024-80;106216
Выключатель АК50КБ-3МГ, 40/7, со свободными контактами, крепление за панелью, ТУ16-522.024-80;274707
Выключатель АК50КБ-3МГ, 50/7, со свободными контактами, крепление за панелью, ТУ16-522.024-80;243433
Выключатель АК50КБ-3МГ,5/7, со свободными контактами, крепление за панелью, ТУ 16-522.024-80;217298
Выключатель АК50КБ-3МГ, 6,3/7, со свободными контактами, крепление за панелью, ТУ16-522.024-80;106217
Выключатель АК50КБ-3МГ, 63/7, со свободными контактами, крепление за панелью, ТУ16-522.024-80;246486
Выключатель АК50КБ-3МГ,8/7, со свободными контактами, крепление за панелью, ТУ 16-522.024-80;239119
Выключатель АК50КБ-3МГ, 10/7, крепление за панелью, ТУ16-522.024-80;106218
Выключатель АК50КБ-3МГ, 16/7, крепление за панелью, ТУ16-522.024-80;106219
Выключатель АК50КБ-3МГ, 20/7, крепление за панелью, ТУ16-522.024-80;244234
Выключатель АК50КБ-3МГ, 25/7, крепление за панелью, ТУ16-522.024-80;129815
Выключатель АК50КБ-3МГ, 2/7, крепление за панелью, ТУ16-522.024-80;283441
Выключатель АК50КБ-3МГ, 3,15/7, крепление за панелью, ТУ16-522.024-80;312537
